隘	隘	aai³			
數	数	sok³	頻數，數見不鮮	屢次，頻頻	
索	索	sok³/saak³	索引，索取，搜索，線索		
爽	爽	song²			
嗓	嗓	song²			
搡	搡	song²			
塽	塽	song²			
喪	丧	song³	喪失，喪氣，喪命	丟掉，失去	
喪	丧	song¹	喪禮，喪葬	跟死人有關的事	
桑	桑	song¹			
數	数	so²	數數，數說，倒數，數數目，數到十，數典忘祖，數一數二，不可勝數	（動詞）計算，查點	
嫂	嫂	so²			
塑	塑	so³			
數	数	so³	數字，數學，數年，數天，數種，人數，歲數，多數，次數，整數，分數，單數，複數，自然數，數以萬計，心中有數	（名詞）	
溯	溯	so³			
訴	诉	so³			
愫	愫	so³			
臊	臊	so³	羞臊，害臊		
掃	扫	so³			
素	素	so³			
臊	臊	so¹	臊臭，腥臊，狐臊，鳥臊，尿臊氣		
穌	稣	so¹			
鬚	须	so¹			
酥	酥	so¹			
甦	甦	so¹			
搔	搔	so¹			
蘇	苏	so¹			
騷	骚	so¹			
囌	苏	so¹			
選	选	suen²			
損	损	suen²			
蒜	蒜	suen³			
算	算	suen³			
渲	渲	suen³/huen¹			
孫	孙	suen¹			
猻	狲	suen¹			
宣	宣	suen¹			
酸	酸	suen¹			
狻	狻	suen¹			
瑄	瑄	suen¹			
飧	飧	suen¹			
悛	悛	suen¹			
蓀	荪	suen¹			
璇	璇	suen⁴			
船	船	suen⁴			
漩	漩	suen⁴			
旋	旋	suen⁴			
璿	璿	suen⁴			
䴉	鹮	suen⁴			
吮	吮	suen⁵			
雋	隽	suen⁵	雋語，雋永	言論、文章等意味深長	
篆	篆	suen⁶			
雪	雪	suet³			
鱈	鳕	suet³			
說	说	suet³	說話，說笑，說法，說明，小說，學說，傳說	講話，解釋	
黍	黍	sue²			
暑	暑	sue²			
鼠	鼠	sue²			
恕	恕	sue³			
戍	戍	sue³			
庶	庶	sue³			
處	处	sue³	處所，處長，好處，遠處，到處	（口語，名詞）地方	
紓	纾	sue¹			
舒	舒	sue¹			
書	书	sue¹			
樞	枢	sue¹			
輸	输	sue¹			
抒	抒	sue¹			
樗	樗	sue¹			
殊	殊	sue⁴			
薯	薯	sue⁴			
豎	竖	sue⁶			
樹	树	sue⁶			
澍	澍	sue⁶			
水	水	sui²			
說	说	sui³	說服，說客，游說	勸說，用言語勸人	
稅	税	sui³			
帥	帅	sui³			
歲	岁	sui³			
碎	碎	sui³			
睢	睢	sui¹			
衰	衰	sui¹	衰老，衰弱，衰退，衰敗，興衰，盛衰，衰微	變弱，減退	
雖	虽	sui¹			
胥	胥	sui¹			
須	须	sui¹			
荽	荽	sui¹			
綏	绥	sui¹			
需	需	sui¹			
濉	濉	sui¹			
誰	谁	sui⁴			
垂	垂	sui⁴			
陲	陲	sui⁴			
墅	墅	sui⁵			
髓	髓	sui⁵			
緒	绪	sui⁵			
絮	絮	sui⁵/sui⁶			
祟	祟	sui⁶			
穗	穗	sui⁶			
瑞	瑞	sui⁶			
隧	隧	sui⁶			
萃	萃	sui⁶			
邃	邃	sui⁶			
燧	燧	sui⁶			
睡	睡	sui⁶			
粹	粹	sui⁶			
遂	遂	sui⁶			
悴	悴	sui⁶			
彗	彗	sui⁶			
瘁	瘁	sui⁶/sui⁵			
夙	夙	suk¹			
僳	僳	suk¹			
宿	宿	suk¹	宿舍，宿願，宿敵，宿命，宿醉，住宿，歸宿，寄宿，投宿，露宿，通宿，一宿，半宿，整宿，住一宿，三天兩宿	住，過夜；年老的；素有的，舊有的；（量詞）計算夜數	
蓿	蓿	suk¹			
鷫	鹔	suk¹			
倏	倏	suk¹			
粟	粟	suk¹			
叔	叔	suk¹			
肅	肃	suk¹			
縮	缩	suk¹			
謖	谡	suk¹			
淑	淑	suk⁶			
塾	塾	suk⁶			
菽	菽	suk⁶			
孰	孰	suk⁶			
蜀	蜀	suk⁶			
贖	赎	suk⁶			
熟	熟	suk⁶			
屬	属	suk⁶			
聳	耸	sung²			
竦	竦	sung²			
慫	怂	sung²			
悚	悚	sung²			
宋	宋	sung³			
送	送	sung³			
鬆	松	sung¹			
從	从	sung¹	從容，從容不迫	舒緩不急，不緊張的樣子	
淞	淞	sung¹			
忪	忪	sung¹	惺忪，睡眼惺忪	未睡醒的樣子	
嵩	嵩	sung¹			
菘	菘	sung¹			
崇	崇	sung⁴			
筍	笋	sun²			
榫	榫	sun²			
信	信	sun³			
舜	舜	sun³			
瞬	瞬	sun³			
巽	巽	sun³			
迅	迅	sun³			
遜	逊	sun³			
汛	汛	sun³			
訊	讯	sun³			
浚	浚	sun³	浚縣	（地名）	濬
囟	囟	sun³/sun²			顖
芯	芯	sun¹	芯子	引線，物體的中心部分	
殉	殉	sun¹			
詢	询	sun¹			
峋	峋	sun¹			
荀	荀	sun¹			
珣	珣	sun¹			
洵	洵	sun¹			
醇	醇	sun⁴			
脣	唇	sun⁴			
淳	淳	sun⁴			
純	纯	sun⁴			
馴	驯	sun⁴			
鶉	鹑	sun⁴/chun¹			
順	顺	sun⁶			
恤	恤	sut¹			
摔	摔	sut¹			
蟀	蟀	sut¹			
率	率	sut¹	率先，率領，率隊，率團，率真，率性，率然，直率，輕率，草率，表率，坦率，粗率	領先，帶領；直爽，坦白，不慎重，不細心	
戌	戌	sut¹			
窣	窣	sut¹			
述	述	sut⁶			
術	术	sut⁶			
沭	沭	sut⁶			
秫	秫	sut⁶			
太	太	taai³			
肽	肽	taai³			
泰	泰	taai³			
傣	傣	taai³			
態	态	taai³			
貸	贷	taai³			
汰	汰	taai³			
鈦	钛	taai³			
毯	毯	taam²			
菼	菼	taam²			
探	探	taam³			
罈	坛	taam³			罎，壜
貪	贪	taam¹			
談	谈	taam⁴			
曇	昙	taam⁴			
覃	覃	taam⁴			
痰	痰	taam⁴			
潭	潭	taam⁴			
譚	谭	taam⁴			
郯	郯	taam⁴			
澹	澹	taam⁴	澹台	（複姓）	
淡	淡	taam⁵	淡水，淡綠，淡酒，清淡	（口語）鹽份少，不鹹；某成分少，不濃	
坦	坦	taan²			
袒	袒	taan²			
忐	忐	taan²			
鉭	钽	taan²			
疸	疸	taan²			
亶	亶	taan²			
炭	炭	taan³			
歎	叹	taan³			嘆
碳	碳	taan³			
癱	瘫	taan¹			
坍	坍	taan¹			
攤	摊	taan¹			
灘	滩	taan¹			
檀	檀	taan⁴			
彈	弹	taan⁴	彈奏，彈琴，彈劾，彈琵琶，彈鋼琴，彈吉他，彈弦子，對牛彈琴	（動詞）演奏，撥弄樂器	
壇	坛	taan⁴			
榻	榻	taap³			
塌	塌	taap³			
塔	塔	taap³			
漯	漯	taap³	漯水，漯河	（古河流名）	
遢	遢	taap³/taat³			
鰨	鳎	taap³/taat³			
闥	闼	taat³			
撻	挞	taat³			
躂	跶	taat³			
韃	鞑	taat³			
趿	趿	taat³			
體	体	tai²			
涕	涕	tai³			
嚏	嚏	tai³			
剃	剃	tai³			
屜	屉	tai³			
替	替	tai³			
薙	薙	tai³			
梯	梯	tai¹			
銻	锑	tai¹			
鷈	䴘	tai¹			
緹	缇	tai⁴			
堤	堤	tai⁴			隄
啼	啼	tai⁴			
鵜	鹈	tai⁴			
題	题	tai⁴			
蹄	蹄	tai⁴			
提	提	tai⁴			
醍	醍	tai⁴			
娣	娣	tai⁵/dai⁶			
疼	疼	tang⁴			
騰	腾	tang⁴			
謄	誊	tang⁴			
藤	藤	tang⁴			
滕	滕	tang⁴			
褪	褪	tan³			
飩	饨	tan¹			
吞	吞	tan¹			
透	透	tau³			
偷	偷	tau¹			
頭	头	tau⁴			
投	投	tau⁴			
骰	骰	tau⁴/sik¹			
牠	它	ta¹			
鉈	铊	ta¹			
她	她	ta¹			
他	他	ta¹			
祂	他	ta¹			
它	它	ta¹			
踢	踢	tek³			
廳	厅	teng¹			
聽	听	teng¹	聽見，聽到，聽錯，聽過，聽話，聽筒，聽課，聽診，接聽，偷聽，聽清楚，聽診器	（白讀，用於口語詞彙和單獨使用）用耳朵接受聲音	
惕	惕	tik¹			
鋱	铽	tik¹			
剔	剔	tik¹			
忑	忑	tik¹			
忒	忒	tik¹			
倜	倜	tik¹			
裼	裼	tik¹		嬰兒的衣服、被褥等	
舔	舔	tim²			
添	添	tim¹			
甜	甜	tim⁴			
恬	恬	tim⁴			
菾	菾	tim⁴			
聽	听	ting³	聽憑，聽任，聽便，聽訟，聽其自然，聽天由命，聽之任之，垂簾聽政	憑，任，任由，任憑，處理，判斷	
聽	听	ting³/ting¹	聽覺，聽力，聽說，聽信，聽眾，聽聞，聽障，傾聽，聆聽，打聽，探聽，動聽，旁聽，視聽，竊聽，監聽，截聽，幻聽，公聽會，助聽器，竊聽器，百聽不厭，駭人聽聞，洗耳恭聽，娓娓動聽，危言聳聽	（俗，用於合成詞和成語）用耳朵接受聲音	
烴	烃	ting¹			
汀	汀	ting¹	汀線	水邊平地	
聽	听	ting¹	聽覺，聽力，聽說，聽信，聽眾，聽聞，聽障，傾聽，聆聽，打聽，探聽，動聽，旁聽，視聽，竊聽，監聽，截聽，幻聽，公聽會，助聽器，竊聽器，百聽不厭，駭人聽聞，洗耳恭聽，娓娓動聽，危言聳聽	（文讀，用於合成詞和成語）用耳朵接受聲音	
庭	庭	ting⁴			
蜓	蜓	ting⁴			
霆	霆	ting⁴			
婷	婷	ting⁴			
停	停	ting⁴			
廷	廷	ting⁴			
亭	亭	ting⁴			
鋌	铤	ting⁵			
挺	挺	ting⁵			
艇	艇	ting⁵/teng⁵			
腆	腆	tin²			
天	天	tin¹			
鈿	钿	tin⁴	銅鈿，洋鈿，房鈿，車鈿，船鈿，幾鈿	（方）錢，硬幣	
填	填	tin⁴			塡
田	田	tin⁴			
闐	阗	tin⁴			
畋	畋	tin⁴			
滇	滇	tin⁴/din¹			
鈿	钿	tin⁴/din⁶	鈿鏡，寶鈿，螺鈿，翠鈿，金鈿	把金屬、寶石等鑲嵌在物體上面作裝飾	
殄	殄	tin⁵/tim⁵			
萜	萜	tip³			
貼	贴	tip³			
帖	帖	tip³			
餮	餮	tit³			
鐵	铁	tit³			
跳	跳	tiu³			
眺	眺	tiu³			
挑	挑	tiu¹	挑選，挑剔，挑刺，挑揀，挑燈，挑毛病，挑重擔，挑大梁，挑肥揀瘦，挑三揀四，挑字眼兒	用肩膀承擔；選，揀；故意找錯，或找出小毛病而加以指摘	
祧	祧	tiu¹			
挑	挑	tiu¹/tiu⁵	挑釁，挑撥，挑戰，挑逗，挑弄，挑動，挑是非，挑撥離間	撥弄，撥動，惹起，引動，引起	
迢	迢	tiu⁴			
調	调	tiu⁴	調整，調停，調劑，調戲，調皮，調侃，調情，調和，調味，失調，空調，協調		
條	条	tiu⁴			
笤	笤	tiu⁴			
齠	龆	tiu⁴			
髫	髫	tiu⁴			
蜩	蜩	tiu⁴			
調	调	tiu⁴	調查	（口語）	
窕	窕	tiu⁵			
唾	唾	toh³/teuh³			
拖	拖	toh¹			
陀	陀	toh⁴			
沱	沱	toh⁴			
駝	驼	toh⁴			
鴕	鸵	toh⁴			
佗	佗	toh⁴			
馱	驮	toh⁴	馱運，馱獸，馱馬，馱轎	（動詞）牲口用背負載人或物	
舵	舵	toh⁴			
砣	砣	toh⁴			
鼉	鼍	toh⁴			
坨	坨	toh⁴			
妥	妥	toh⁵			
橢	椭	toh⁵			
柁	柁	toh⁵/toh⁴			
苔	苔	toi¹	舌苔	一種舌頭上的物質	
胎	胎	toi¹			
枱	台	toi⁴			檯
跆	跆	toi⁴			
台	台	toi⁴			臺
苔	苔	toi⁴	青苔	一種植物	
颱	台	toi⁴			
薹	薹	toi⁴			
抬	抬	toi⁴			擡
邰	邰	toi⁴			
庹	庹	tok³			
託	托	tok³			托，讬
橐	橐	tok³			
托	托	tok³			
拓	拓	tok³			
柝	柝	tok³			
籜	箨	tok³			
淌	淌	tong²			
倘	倘	tong²			
躺	躺	tong²			
儻	傥	tong²			
帑	帑	tong²			
蹚	蹚	tong³			
燙	烫	tong³			
趟	趟	tong³			
熨	熨	tong³	熨斗	（俗）把衣服燙平；把衣服燙平的工具	
湯	汤	tong¹			
鏜	镗	tong¹			
羰	羰	tong¹			
堂	堂	tong⁴			
唐	唐	tong⁴			
膛	膛	tong⁴			
螳	螳	tong⁴			
塘	塘	tong⁴			
棠	棠	tong⁴			
幢	幢	tong⁴	石幢，經幢，一幢別墅	（量詞）用於樓房、房屋等；（古）刻著佛號或經咒的石柱	
醣	醣	tong⁴			
溏	溏	tong⁴			
螗	螗	tong⁴			
糖	糖	tong⁴/tong²			
搪	搪	tong⁴/tong⁵			
釷	钍	to²			
討	讨	to²			
禱	祷	to²			
土	土	to²			
吐	吐	to³	吐露，吐字，吐痰，吐氣，吐穗，吐絮，吐芽，吐訴，吐話，吐實，吐屬，吐口，吐血，吐沫，吐瀉，談吐，嘔吐，吐口水，吐故納新，吐出贓款，上吐下瀉	東西從嘴裡出來	
兔	兔	to³			
套	套	to³			
饕	饕	to¹			
滔	滔	to¹			
叨	叨	to¹	叨光，叨教，叨擾，叨陪	（客套話）承受，得到，受到好處	
韜	韬	to¹			
絛	绦	to¹			
圖	图	to⁴			
逃	逃	to⁴			
塗	涂	to⁴			
萄	萄	to⁴			
鼗	鼗	to⁴			
掏	掏	to⁴			
涂	涂	to⁴			
濤	涛	to⁴			
桃	桃	to⁴			
徒	徒	to⁴			
淘	淘	to⁴			
荼	荼	to⁴			
途	途	to⁴			
啕	啕	to⁴			
陶	陶	to⁴			
屠	屠	to⁴			
檮	梼	to⁴			
洮	洮	to⁴	洮河	（水名）	
肚	肚	to⁵			
囤	囤	tuen⁴			
團	团	tuen⁴			
豚	豚	tuen⁴			
臀	臀	tuen⁴			
屯	屯	tuen⁴			
糰	团	tuen⁴			
斷	断	tuen⁵	斷絕，斷電，斷交，斷奶，斷氣，割斷，截斷，繩子斷了	（口語）長形的東西折掉或從中間截開，隔絕，不繼續	
脫	脱	tuet³			
腿	腿	tui²			
蛻	蜕	tui³			
退	退	tui³			
推	推	tui¹			
頹	颓	tui⁴			
禿	秃	tuk¹			
統	统	tung²			
桶	桶	tung²			
捅	捅	tung²			
筒	筒	tung²/tung⁴			
痛	痛	tung³			
通	通	tung¹			
童	童	tung⁴			
酮	酮	tung⁴			
銅	铜	tung⁴			
佟	佟	tung⁴			
衕	同	tung⁴			
僮	僮	tung⁴	僮僕，家僮，書僮	（古）未成年的奴僕	
同	同	tung⁴			仝
峒	峒	tung⁴			
彤	彤	tung⁴			
瞳	瞳	tung⁴			
桐	桐	tung⁴			
潼	潼	tung⁴			
峂	峂	tung⁴			
砼	砼	tung⁴			
彖	彖	tun³			
湍	湍	tun¹/juen¹			
盾	盾	tun⁵			
屋	屋	uk¹			
甕	瓮	ung³			
齆	齆	ung³			
歪	歪	waai¹			
懷	怀	waai⁴			
槐	槐	waai⁴			
淮	淮	waai⁴			
壞	坏	waai⁶			
惑	惑	waak⁶			
或	或	waak⁶			
劃	划	waak⁶			
畫	画	waak⁶	畫圖，畫畫	（動詞）	
橫	横	waang⁴	橫跨，縱橫，橫斷面		
橫	横	waang⁶	橫財，橫禍，蠻橫	粗暴，意外，不吉利	
綰	绾	waan²			
玩	玩	waan²	玩兒，玩火，玩足球，玩遊戲，玩皮球，出去玩	遊戲，玩耍	
彎	弯	waan¹			
灣	湾	waan¹			
頑	顽	waan⁴			
鬟	鬟	waan⁴			
還	还	waan⁴			
環	环	waan⁴			
玩	玩	waan⁴	玩笑，玩意，開玩笑	耍笑捉弄	
寰	寰	waan⁴			
鍰	锾	waan⁴			
圜	圜	waan⁴	轉圜	環繞，圍繞	
挽	挽	waan⁵			
輓	挽	waan⁵			
鯇	鲩	waan⁵			
幻	幻	waan⁶			
宦	宦	waan⁶			
患	患	waan⁶			
豢	豢	waan⁶			
斡	斡	waat³			
挖	挖	waat³			
滑	滑	waat⁶			
猾	猾	waat⁶			
萎	萎	wai²			
喟	喟	wai²			
痿	痿	wai²			
卉	卉	wai²			
委	委	wai²	委任，委託，委派，委員，委婉，委屈，主委，編委，常委，省委，政委，委以重任	任命，託付	
毀	毁	wai²			譭，燬
諉	诿	wai²			
蔚	蔚	wai³			
餵	喂	wai³			
畏	畏	wai³			
穢	秽	wai³			
慰	慰	wai³			
尉	尉	wai³			
喂	喂	wai³			
薈	荟	wai³/wooi⁶			
威	威	wai¹			
委	委	wai¹	委蛇，虛與委蛇	應付，敷衍	
逶	逶	wai¹			
葳	葳	wai¹			
崴	崴	wai¹			
違	违	wai⁴			
唯	唯	wai⁴			
桅	桅	wai⁴			
帷	帷	wai⁴			
為	为	wai⁴	以為，認為		爲
惟	惟	wai⁴			
圍	围	wai⁴			
維	维	wai⁴			
遺	遗	wai⁴			
闈	闱	wai⁴			
濰	潍	wai⁴			
韙	韪	wai⁵			
偉	伟	wai⁵			
瑋	玮	wai⁵			
葦	苇	wai⁵			
緯	纬	wai⁵			
韋	韦	wai⁵			
諱	讳	wai⁵			
煒	炜	wai⁵			
暐	𬀩	wai⁵			
位	位	wai⁶			
惠	惠	wai⁶			
謂	谓	wai⁶			
衛	卫	wai⁶			衞
胃	胃	wai⁶			
慧	慧	wai⁶			
為	为	wai⁶	為了，因為		爲
蝟	猬	wai⁶			
渭	渭	wai⁶			
蕙	蕙	wai⁶			
蟪	蟪	wai⁶			
恚	恚	wai⁶			
閎	闳	wang⁴			
宏	宏	wang⁴			
弘	弘	wang⁴			
泓	泓	wang⁴			
紘	纮	wang⁴			
穩	稳	wan²			
慍	愠	wan³			
蘊	蕴	wan³			
醞	酝	wan³			
搵	揾	wan³			
氳	氲	wan¹			
瘟	瘟	wan¹			
溫	温	wan¹			
贇	赟	wan¹			
蕓	芸	wan⁴			
云	云	wan⁴			
筠	筠	wan⁴		竹子的青皮	
暈	晕	wan⁴	暈倒，暈厥，暈眩，暈船，暈車，暈機，頭暈，發暈，眼暈，暈過去，暈頭轉向，暈頭暈腦，頭暈眼花	頭昏，昏迷，頭腦不清，喪失知覺；乘坐交通工具時頭腦不舒服	
耘	耘	wan⁴			
妘	妘	wan⁴			
勻	匀	wan⁴			
渾	浑	wan⁴			
魂	魂	wan⁴			
餛	馄	wan⁴			
鋆	鋆	wan⁴		金子	
芸	芸	wan⁴			
紜	纭	wan⁴			
雲	云	wan⁴			
昀	昀	wan⁴			
琿	珲	wan⁴			
隕	陨	wan⁵			
尹	尹	wan⁵			
允	允	wan⁵			
殞	殒	wan⁵			
狁	狁	wan⁵			
韻	韵	wan⁵/wan⁶			
暈	晕	wan⁶	日暈，月暈，紅暈，墨暈，燈暈，酒暈	出現在日月周圍的光環	
熨	熨	wan⁶	熨斗	把衣服燙平；把衣服燙平的工具	
混	混	wan⁶			溷
運	运	wan⁶			
諢	诨	wan⁶			
鄆	郓	wan⁶			
屈	屈	wat¹			
鬱	郁	wat¹			
熨	熨	wat¹	熨貼	恰當，貼切，妥貼，舒適	
詘	诎	wat¹			
核	核	wat⁶	果核，杏核，桃核，梨核	（口語）果實中心堅硬而含果仁的部份	
鷸	鹬	wat⁶	鷸蚌相爭		
聿	聿	wat⁶/lut⁶			
話	话	wa²	話劇，話筒，笑話，會話，俗話，神話，童話，閒話，土話，傳話，說話，講話，廣州話，普通話，一句話	（名詞，口語）話語，語言，說出的語言	
剮	剐	wa²			
畫	画	wa²/wa⁶	畫家，筆畫	（名詞）	
窪	洼	wa¹			
娃	娃	wa¹			
哇	哇	wa¹			
蛙	蛙	wa¹			
嘩	哗	wa¹			
譁	哗	wa¹			
凹	凹	wa¹		（地名，人名）	
華	华	wa⁴	華麗，華人，精華，中華，年華		
驊	骅	wa⁴			
划	划	wa⁴/wa¹			
踝	踝	wa⁵			
華	华	wa⁶	華山，華佗	（姓，地名）	
話	话	wa⁶	話舊，話別，話本，對話，茶話，話家常	（動詞）說，談，談論；（名詞）話語，語言，說出的語言	
樺	桦	wa⁶/wa⁴			
域	域	wik⁶			
閾	阈	wik⁶			
蜮	蜮	wik⁶			
罭	罭	wik⁶			
扔	扔	wing¹			
嶸	嵘	wing⁴			
榮	荣	wing⁴			
蠑	蝾	wing⁴			
永	永	wing⁵			
詠	咏	wing⁶			
泳	泳	wing⁶			
穎	颖	wing⁶			
潁	颍	wing⁶			
鍋	锅	woh¹			
蝸	蜗	woh¹			
窩	窝	woh¹			
渦	涡	woh¹			
撾	挝	woh¹			
媧	娲	woh¹			
倭	倭	woh¹			
萵	莴	woh¹			
堝	埚	woh¹			
窠	窠	woh¹/foh¹			
禾	禾	woh⁴			
和	和	woh⁴	和平，和諧，和好，和服，講和，共和，暖和，軟和，熱和	停戰，不爭執，順適；氣候溫暖	
禍	祸	woh⁶			
和	和	woh⁶	和詩，和韻，和答，唱和，附和，酬和，和麵，和泥，和弄，拌和，摻和，攪和，和稀泥，曲高和寡，一唱一和，用水和麵	聲音相應；加水攪拌或揉弄粉狀物；拌，調勻，攙和，混合	
獲	获	wok⁶			
穫	获	wok⁶			
鑊	镬	wok⁶			
蠖	蠖	wok⁶			
鸌	鹱	wok⁶			
枉	枉	wong²			
汪	汪	wong¹			
王	王	wong⁴			
隍	隍	wong⁴			
煌	煌	wong⁴			
遑	遑	wong⁴			
蝗	蝗	wong⁴			
黃	黄	wong⁴			
皇	皇	wong⁴			
磺	磺	wong⁴			
惶	惶	wong⁴			
潢	潢	wong⁴			
凰	凰	wong⁴			
徨	徨	wong⁴			
簧	簧	wong⁴			
蟥	蟥	wong⁴			
璜	璜	wong⁴			
往	往	wong⁵			
旺	旺	wong⁶			
偎	偎	wooi¹			
煨	煨	wooi¹			
猥	猥	wooi¹/wai²			
回	回	wooi⁴			囘，囬
徊	徊	wooi⁴			
洄	洄	wooi⁴			
迴	回	wooi⁴			廻
蛔	蛔	wooi⁴			
會	会	wooi⁵	會說，不會，會游泳，不會來，不會懂，能說會道，不會不懂，一定會實現	能，能夠，善於，可能，有能力做，懂得怎樣做	
匯	汇	wooi⁶			滙
會	会	wooi⁶	會合，會話，會審，會師，會齊，會客，會面，會意，會賬，都會，省會，誤會，領會，機會，一會，一會兒，這會兒，那會兒，多會兒，適逢其會	聚合，集合，合攏，合在一起；城市；見面；理解，領悟；片刻，很短的時間	
燴	烩	wooi⁶			
會	会	wooi⁶/kooi²	會計，會計師	總計，會計	
彙	汇	wooi⁶/wai⁶			
會	会	wooi⁶/wooi²	會議，開會，舞會，集會，工會，紀念會，學生會	多人集合的活動或組織	
碗	碗	woon²			
腕	腕	woon²			
莞	莞	woon²	莞爾，莞爾一笑	微笑的樣子	
豌	豌	woon²/woon¹			
玩	玩	woon²/woon⁶	古玩，珍玩	供玩賞的東西	
惋	惋	woon²/yuen²			
剜	剜	woon¹			
垣	垣	woon⁴			
桓	桓	woon⁴			
援	援	woon⁴/yuen⁴			
媛	媛	woon⁴/yuen⁴			
浣	浣	woon⁵			
皖	皖	woon⁵			
喚	唤	woon⁶			
換	换	woon⁶			
瘓	痪	woon⁶			
緩	缓	woon⁶			
玩	玩	woon⁶	玩弄，玩具，玩味，遊玩，玩世不恭	戲弄，耍弄，觀賞	
奐	奂	woon⁶			
煥	焕	woon⁶			
渙	涣	woon⁶			
活	活	woot⁶			
摀	捂	woo²			
塢	坞	woo²			
滸	浒	woo²			
和	和	woo²		（賭博用語）打麻將獲勝	
糊	糊	woo²	麵糊，芋糊，米糊，糨糊，芝麻糊，花生糊，玉米糊，辣椒糊	（名詞）濃稠如粥的食物	
惡	恶	woo³	可惡，厭惡，憎惡，好惡，深惡痛絕，好逸惡勞	討厭，憎恨	
鄔	邬	woo¹			
污	污	woo¹			汙
鎢	钨	woo¹			
烏	乌	woo¹			
嗚	呜	woo¹			
惡	恶	woo¹	惡乎	（古疑問代詞、歎詞）何，怎麼	
圬	圬	woo¹			
糊	糊	woo⁴	糊牆，糊泥，糊塗，糊弄，糊人，糊著，含糊，模糊，迷糊，黏糊，爛糊，糊信封，糊燈籠，糊窟窿，糊頂棚	（動詞）黏貼，用糊狀物塗抹；（形容詞）不清楚，不明白，不明事理；（動詞，方言）敷衍，愚弄，矇騙，矇混	
葫	葫	woo⁴			
壺	壶	woo⁴			
湖	湖	woo⁴			
狐	狐	woo⁴			
蝴	蝴	woo⁴			
瑚	瑚	woo⁴			
猢	猢	woo⁴			
煳	煳	woo⁴			
餬	糊	woo⁴			
鬍	胡	woo⁴			
衚	胡	woo⁴			
鶘	鹕	woo⁴			
弧	弧	woo⁴			
胡	胡	woo⁴			
醐	醐	woo⁴			
滬	沪	woo⁶			
扈	扈	woo⁶			
護	护	woo⁶			
祜	祜	woo⁶			
戶	户	woo⁶			
互	互	woo⁶			
芋	芋	woo⁶			
怙	怙	woo⁶			
瓠	瓠	woo⁶/woo⁴			
跩	跩	yai⁶			
曳	曳	yai⁶			
勩	勚	yai⁶/yi⁶			
飲	饮	yam²			
蔭	荫	yam³			
窨	窨	yam³			
音	音	yam¹			
陰	阴	yam¹			
欽	钦	yam¹			
歆	歆	yam¹			
鑫	鑫	yam¹			
喑	喑	yam¹			
壬	壬	yam⁴			
霪	霪	yam⁴			
淫	淫	yam⁴			
吟	吟	yam⁴			
任	任	yam⁴	任縣，任丘	（姓，地名）	
荏	荏	yam⁵/yam⁶			
妊	妊	yam⁶			
飪	饪	yam⁶			
任	任	yam⁶	任務，任意，任命，任職，任用，任憑，信任，重任，擔任，就任，離任，委任，連任，放任，聽之任之，任重道遠	擔當，承受，職責，職務，委派	
任	任	yam⁶	任縣，任丘	（俗：姓，地名）	
賃	赁	yam⁶			
衽	衽	yam⁶			袵
隱	隐	yan²			
癮	瘾	yan²			
忍	忍	yan²			
印	印	yan³			
鮣	䲟	yan³			
氤	氤	yan¹			
恩	恩	yan¹			
因	因	yan¹			
茵	茵	yan¹			
堙	堙	yan¹			陻
姻	姻	yan¹			
甄	甄	yan¹			
昕	昕	yan¹			
欣	欣	yan¹			
殷	殷	yan¹			
忻	忻	yan¹			
洇	洇	yan¹			
妡	妡	yan¹			
蒽	蒽	yan¹			
仁	仁	yan⁴			
夤	夤	yan⁴			
寅	寅	yan⁴			
人	人	yan⁴			
蚓	蚓	yan⁵			
引	引	yan⁵			
釁	衅	yan⁶			
孕	孕	yan⁶			
胤	胤	yan⁶			
紉	纫	yan⁶			
刃	刃	yan⁶			
仞	仞	yan⁶			
屻	屻	yan⁶			
韌	韧	yan⁶/ngang⁶			
泣	泣	yap¹			
熠	熠	yap¹			
悒	悒	yap¹			
翕	翕	yap¹			
挹	挹	yap¹			
邑	邑	yap¹			
揖	揖	yap¹			
入	入	yap⁶			
壹	壹	yat¹			
一	一	yat¹			
逸	逸	yat⁶			
軼	轶	yat⁶			
日	日	yat⁶			
溢	溢	yat⁶			
佚	佚	yat⁶			
鎰	镒	yat⁶			
佾	佾	yat⁶			
黝	黝	yau²			
柚	柚	yau²	柚子，葡萄柚	一種常綠喬木	
幼	幼	yau³			
丘	丘	yau¹			
休	休	yau¹			
幽	幽	yau¹			
憂	忧	yau¹			
邱	邱	yau¹			
優	优	yau¹			
蚯	蚯	yau¹			
貅	貅	yau¹			
鵂	鸺	yau¹			
咻	咻	yau¹			
髹	髹	yau¹			
疣	疣	yau⁴			
郵	邮	yau⁴			
柔	柔	yau⁴			
攸	攸	yau⁴			
油	油	yau⁴			
揉	揉	yau⁴			
遊	游	yau⁴			
鈾	铀	yau⁴			
酋	酋	yau⁴			
猶	犹	yau⁴			
魷	鱿	yau⁴			
悠	悠	yau⁴			
由	由	yau⁴			
尤	尤	yau⁴			
蹂	蹂	yau⁴			
游	游	yau⁴			
蚰	蚰	yau⁴	蚰蜒		
楢	楢	yau⁴			
鞣	鞣	yau⁴			
猷	猷	yau⁴			
蝣	蝣	yau⁴			
柚	柚	yau⁴/yau²	柚木	一種落葉喬木	
酉	酉	yau⁵			
友	友	yau⁵			
誘	诱	yau⁵			
有	有	yau⁵			
